filename, Heart, Oblong, Oval, Round, square
square-985-_jpg.rf.01042a97dade4c9a7262cb227c2c2045.jpg, 0, 0, 0, 0, 1
square-880-_jpg.rf.025bd5ce554285a5a5def32f65668401.jpg, 0, 0, 0, 0, 1
oblong-4-_jpg.rf.02688bc6353fb78f88ea330e30b59b7c.jpg, 0, 1, 0, 0, 0
oblong-756-_jpg.rf.00f469b72303d677657c91d7e536f811.jpg, 0, 1, 0, 0, 0
round-118-_jpg.rf.0110dd599bdac2cc32c2a3dbe1d9bf6a.jpg, 0, 0, 0, 1, 0
oval-307-_jpg.rf.025d677cb4e13d025a84fa3208e59d37.jpg, 0, 0, 1, 0, 0
round-902-_jpg.rf.00cceedc78f2e4c0b63a20d5d085881d.jpg, 0, 0, 0, 1, 0
square-813-_jpg.rf.029a039b591759519960c9d6ba82da18.jpg, 0, 0, 0, 0, 1
heart-570-_jpg.rf.02501b0252a321767bcb5369382ab151.jpg, 1, 0, 0, 0, 0
oval-446-_jpg.rf.030f64b0797a37e94f6574a4f5431cbd.jpg, 0, 0, 1, 0, 0
oblong-812-_jpg.rf.02ccda3297c87701ef2389a1528827ed.jpg, 0, 1, 0, 0, 0
heart-281-_jpg.rf.0340dc5ee5e6490ce0ba8af9c5ec5238.jpg, 1, 0, 0, 0, 0
round-345-_jpg.rf.04c5a4005c1929dc6a1bae943fa465ef.jpg, 0, 0, 0, 1, 0
round-628-_jpg.rf.054ba17f904ea3210b73ab3e59dcdf29.jpg, 0, 0, 0, 1, 0
oblong-807-_jpg.rf.02b1ea4b2080fc265551496fd7afd7f0.jpg, 0, 1, 0, 0, 0
oval-9-_jpg.rf.055e1be81d6f37d9d7387fcdb870c987.jpg, 0, 0, 1, 0, 0
square-336-_jpg.rf.02cf6f2e4a2d62ecc8e70f2a63b5c2f2.jpg, 0, 0, 0, 0, 1
heart-598-_jpg.rf.03f278e4b7cd89a2772f40da4b7256b6.jpg, 1, 0, 0, 0, 0
square-783-_jpg.rf.04b9fc15bc4baea3c2581830a87c2fc0.jpg, 0, 0, 0, 0, 1
oblong-346-_jpg.rf.051c3b84f2053ce4ebaa93f1bd192f2e.jpg, 0, 1, 0, 0, 0
round-959-_jpg.rf.05fdf5484aea46eb560fb20fe2f8ef9e.jpg, 0, 0, 0, 1, 0
heart-501-_jpg.rf.03a47e3a153040375f2656274d4e44fd.jpg, 1, 0, 0, 0, 0
oblong-801-_jpg.rf.0594c36fabc99165227c808cd79520a5.jpg, 0, 1, 0, 0, 0
round-378-_jpg.rf.03c605fefc955271ceeaef88763fbf03.jpg, 0, 0, 0, 1, 0
heart-797-_jpg.rf.02c4753ab17967486034d2e417328285.jpg, 1, 0, 0, 0, 0
heart-128-_jpg.rf.0540e6a1d5463e771cb3ddbd863be2c7.jpg, 1, 0, 0, 0, 0
heart-278-_jpg.rf.04d1f2fb01da0a1f287800aa1f8111b9.jpg, 1, 0, 0, 0, 0
oblong-523-_jpg.rf.04967ea0a7c71849199e345f26016184.jpg, 0, 1, 0, 0, 0
round-587-_jpg.rf.03b2740bfd5b975517749765d36730b8.jpg, 0, 0, 0, 1, 0
square-597-_jpg.rf.061097d707d7a37c66b01005c58a4479.jpg, 0, 0, 0, 0, 1
oval-124-_jpg.rf.06778ff00c24e1816e4ac62a510ff4b6.jpg, 0, 0, 1, 0, 0
oval-868-_jpg.rf.04a3ae5c3da0ac98a92cdabf63cb5396.jpg, 0, 0, 1, 0, 0
oval-746-_jpg.rf.06b3dcfe612c4c0686f6fb4dbccc93fd.jpg, 0, 0, 1, 0, 0
round-40-_jpg.rf.0627ebb530991c16764073d8ea500782.jpg, 0, 0, 0, 1, 0
oval-490-_jpg.rf.03bf565c06f3dd397dafb9f79edb8e70.jpg, 0, 0, 1, 0, 0
oval-60-_jpg.rf.0774d49dd8c9eb80903a4f9d557551fe.jpg, 0, 0, 1, 0, 0
oblong-951-_jpg.rf.075899cf0763616a1be098f8c8be0d87.jpg, 0, 1, 0, 0, 0
heart-833-_jpg.rf.045996c8ef1b3fb9b54f7fc7a1420925.jpg, 1, 0, 0, 0, 0
oblong-784-_jpg.rf.06bf827ecbab0326ce7bcea606c15f68.jpg, 0, 1, 0, 0, 0
round-214-_jpg.rf.0625dc580533d6611a73b8753cefb467.jpg, 0, 0, 0, 1, 0
square-663-_jpg.rf.080d1af550c4c1b802e3d36d1da93e09.jpg, 0, 0, 0, 0, 1
oval-241-_jpg.rf.07eab2f7e136b221418d9c4c1056f8ae.jpg, 0, 0, 1, 0, 0
oblong-973-_jpg.rf.07ec8131e0023f6eec7a4065ce9087b4.jpg, 0, 1, 0, 0, 0
round-663-_jpg.rf.0719f8ab3f813cd86c46abddfaaf9b4e.jpg, 0, 0, 0, 1, 0
oblong-526-_jpg.rf.07e456605ed50fb9a381a51fd8f61cd3.jpg, 0, 1, 0, 0, 0
oblong-434-_jpg.rf.07387496c06bbed3d302defcac141bca.jpg, 0, 1, 0, 0, 0
oblong-633-_jpg.rf.07c4bca48fb025695e36043900fe55ba.jpg, 0, 1, 0, 0, 0
round-524-_jpg.rf.07e8f440a81239cc134cbce106e0b63c.jpg, 0, 0, 0, 1, 0
square-89-_jpg.rf.076bf664d6d52dba584182066a46f841.jpg, 0, 0, 0, 0, 1
oval-405-_jpg.rf.080f29dac899b22c56262f156fece7a9.jpg, 0, 0, 1, 0, 0
heart-862-_jpg.rf.083febe48234bea0565a220f9c82463e.jpg, 1, 0, 0, 0, 0
heart-896-_jpg.rf.079a1abe232624d72f189a6894f2bf76.jpg, 1, 0, 0, 0, 0
heart-220-_jpg.rf.081040e3d734c3f6ff2d36cca3cadf58.jpg, 1, 0, 0, 0, 0
oval-978-_jpg.rf.07d1fe0e9d2a2e5dc8749b53ace75460.jpg, 0, 0, 1, 0, 0
oblong-122-_jpg.rf.07e1bbe80ba9c201dc2fb0e8ddc5d1f4.jpg, 0, 1, 0, 0, 0
square-790-_jpg.rf.084e478f0710a9b9d71c8717beba3008.jpg, 0, 0, 0, 0, 1
heart-340-_jpg.rf.08988e64cb768828b8d20e3736c7e9ac.jpg, 1, 0, 0, 0, 0
oval-810-_jpg.rf.080580298ed0db7e4257b0d1874a652b.jpg, 0, 0, 1, 0, 0
round-506-_jpg.rf.084f750ada2e89d679c6d2c1d6efe373.jpg, 0, 0, 0, 1, 0
heart-328-_jpg.rf.08dac197bfddbe930298ed61287cd74c.jpg, 1, 0, 0, 0, 0
oval-483-_jpg.rf.0856d95940ff0964c94c3cb00ea5caee.jpg, 0, 0, 1, 0, 0
oblong-132-_jpg.rf.0879451f3ce5db06b9101b2c5777b836.jpg, 0, 1, 0, 0, 0
round-294-_jpg.rf.0968d43a9a0bb2075295cb49c8787478.jpg, 0, 0, 0, 1, 0
round-72-_jpg.rf.096edb8b8997e6617dc561a7f4436b5a.jpg, 0, 0, 0, 1, 0
round-439-_jpg.rf.0979dec505dfef9d5d330cb2682ae995.jpg, 0, 0, 0, 1, 0
heart-63-_jpg.rf.091b601c0eaefdc35f941feb56013a84.jpg, 1, 0, 0, 0, 0
round-880-_jpg.rf.08ebd74b3b78b10d889ff926081f39fd.jpg, 0, 0, 0, 1, 0
round-823-_jpg.rf.086a0a9335fe1f0aea61b915574699f0.jpg, 0, 0, 0, 1, 0
oblong-396-_jpg.rf.08dadb29a2637d9f03ec2187b89ffa10.jpg, 0, 1, 0, 0, 0
heart-926-_jpg.rf.08aa75475689ac483c99cedcc35cbdc5.jpg, 1, 0, 0, 0, 0
oblong-85-_jpg.rf.08d1721cfab5cf802b3b0d91fd23e4ee.jpg, 0, 1, 0, 0, 0
round-444-_jpg.rf.083f1c28e12172ba9449e0a491e74b94.jpg, 0, 0, 0, 1, 0
round-833-_jpg.rf.08a65bde2497a1371deca226eeeb14a5.jpg, 0, 0, 0, 1, 0
oval-376-_jpg.rf.093623bbe76d0d954de6d159044e503a.jpg, 0, 0, 1, 0, 0
oval-893-_jpg.rf.09dcecaa0de98342a28a4cf097bcc65d.jpg, 0, 0, 1, 0, 0
oval-841-_jpg.rf.099f45f3889f6cb3a3c82eb81c3a59ec.jpg, 0, 0, 1, 0, 0
oval-14-_jpg.rf.0945d53a398d283e058e049c98ff6876.jpg, 0, 0, 1, 0, 0
square-260-_jpg.rf.08b183615b3cd92db37a96967dd5a6e7.jpg, 0, 0, 0, 0, 1
heart-820-_jpg.rf.09c4eee0186c632b8aab3cd1d7713797.jpg, 1, 0, 0, 0, 0
oval-552-_jpg.rf.0a42824865b4cf9ba572051a96c20d28.jpg, 0, 0, 1, 0, 0
round-874-_jpg.rf.0a137b55ac62a22f75557539e1639d21.jpg, 0, 0, 0, 1, 0
oval-745-_jpg.rf.0a66fbcde875a4b827aff3ca180b583e.jpg, 0, 0, 1, 0, 0
round-10-_jpg.rf.0a27a4f4c3ac9e248a508d594da27e97.jpg, 0, 0, 0, 1, 0
square-92-_jpg.rf.0a315dbed7bedafd443c7569d650e9d5.jpg, 0, 0, 0, 0, 1
square-34-_jpg.rf.0a0aa978ecfa1989b7ace2ef5af0cc1f.jpg, 0, 0, 0, 0, 1
square-209-_jpg.rf.0aabd7ba65a11dd73946d6ffaae10dd7.jpg, 0, 0, 0, 0, 1
oblong-849-_jpg.rf.0a892d5a1ddd106246a01f464a4ecc6d.jpg, 0, 1, 0, 0, 0
heart-464-_jpg.rf.0a6469e7074fc3f81b3136dff9e8e175.jpg, 1, 0, 0, 0, 0
square-111-_jpg.rf.0a451370c071dd75889d228eb1d95773.jpg, 0, 0, 0, 0, 1
round-908-_jpg.rf.0aac6b3d3fb40d7f872c4e5f4ecf83f7.jpg, 0, 0, 0, 1, 0
square-337-_jpg.rf.0b92e70a6d48145a56cd74401fc7bc7c.jpg, 0, 0, 0, 0, 1
heart-654-_jpg.rf.0b18e2fffbc82185a2b1b12619db7ad1.jpg, 1, 0, 0, 0, 0
oblong-862-_jpg.rf.0afe7e221e7be80440aaab1417aaffab.jpg, 0, 1, 0, 0, 0
oval-212-_jpg.rf.0b50febcc3c4e43491f49adc83392b6b.jpg, 0, 0, 1, 0, 0
oval-621-_jpg.rf.0b80d3a46606267afe17e2461d3af951.jpg, 0, 0, 1, 0, 0
heart-610-_jpg.rf.0b7a22400a310dbaa7ed47a2e332e4cc.jpg, 1, 0, 0, 0, 0
heart-815-_jpg.rf.0b73bef873e8b72aa7522e38ceeae4da.jpg, 1, 0, 0, 0, 0
square-907-_jpg.rf.0ac79ec5aebfac87432e0f19713252d7.jpg, 0, 0, 0, 0, 1
oval-839-_jpg.rf.0af1c64a12dd5047036dd089ccc48275.jpg, 0, 0, 1, 0, 0
oblong-519-_jpg.rf.0aed6ec4c19b9151ab15d8f80758354d.jpg, 0, 1, 0, 0, 0
round-256-_jpg.rf.0b2b1c6343f3997b4a0fb569889c6cd2.jpg, 0, 0, 0, 1, 0
heart-669-_jpg.rf.0ac73dd5e00a24720fd64e73d59e2a5b.jpg, 1, 0, 0, 0, 0
square-545-_jpg.rf.0aff55ca483bfcf345433fc5db7bcb11.jpg, 0, 0, 0, 0, 1
oval-403-_jpg.rf.0b6ff0c6e86969098d81636520d230b2.jpg, 0, 0, 1, 0, 0
oblong-601-_jpg.rf.0c231253e5a8f7710191d8d8312d8505.jpg, 0, 1, 0, 0, 0
heart-11-_jpg.rf.0c4b11ab9e146f4ab56b40f386a07779.jpg, 1, 0, 0, 0, 0
round-45-_jpg.rf.0c55fb689edc0761544d09d9cb337986.jpg, 0, 0, 0, 1, 0
square-994-_jpg.rf.0c5db0d73ca1a109e0566edb37a6b095.jpg, 0, 0, 0, 0, 1
round-495-_jpg.rf.0bd8443be0fb47ab63b4207eb4452667.jpg, 0, 0, 0, 1, 0
square-739-_jpg.rf.0c57240687ec42fa4f6278e1b3fd21c6.jpg, 0, 0, 0, 0, 1
round-33-_jpg.rf.0cd964e85e3634bdbc415457aa89d91c.jpg, 0, 0, 0, 1, 0
round-758-_jpg.rf.0c0a0e52dce43b6b5966ca7f3c374d68.jpg, 0, 0, 0, 1, 0
oval-731-_jpg.rf.0c328a7ad8702500755775a84a5b61de.jpg, 0, 0, 1, 0, 0
heart-384-_jpg.rf.0c4ebb95577643fa57a5e3ba436eb2c0.jpg, 1, 0, 0, 0, 0
heart-134-_jpg.rf.0ce25794b326cef73da8c255b43ba83d.jpg, 1, 0, 0, 0, 0
round-249-_jpg.rf.0c651e2b638e21feb89d24d4fdb99c79.jpg, 0, 0, 0, 1, 0
round-709-_jpg.rf.0bafd2cc74cd9b21c443cde7d4a6e2bc.jpg, 0, 0, 0, 1, 0
heart-524-_jpg.rf.0c4a01ab562d4722dd6739f163a72278.jpg, 1, 0, 0, 0, 0
square-717-_jpg.rf.0ba03b0afc990e3f978dec24439aabdc.jpg, 0, 0, 0, 0, 1
heart-279-_jpg.rf.0bc79be3c7adce009e39d9d36185c603.jpg, 1, 0, 0, 0, 0
heart-159-_jpg.rf.0c7f2976f6478a17cfac445e2e9e1152.jpg, 1, 0, 0, 0, 0
round-538-_jpg.rf.0c977ff00dcbc16e5394988aa303ae2e.jpg, 0, 0, 0, 1, 0
heart-489-_jpg.rf.0c8b32ea3dbc449ceedb68ea4fa46b7c.jpg, 1, 0, 0, 0, 0
square-737-_jpg.rf.0d1ad1b1dc8109170f8cc3fddf400a96.jpg, 0, 0, 0, 0, 1
heart-155-_jpg.rf.0c978a180d108d6fe1fa02378c4141a3.jpg, 1, 0, 0, 0, 0
square-284-_jpg.rf.0d038ff97323227841279cf67006d3da.jpg, 0, 0, 0, 0, 1
round-832-_jpg.rf.0d069e510a9e68eafbbe20e930a37828.jpg, 0, 0, 0, 1, 0
round-805-_jpg.rf.0ceeaca06eeb5e6215b0a156e5165a2c.jpg, 0, 0, 0, 1, 0
oblong-187-_jpg.rf.0d892c768a319c46ddcc56564cb033eb.jpg, 0, 1, 0, 0, 0
square-18-_jpg.rf.0d9471852dcb225eec4499272d2d253f.jpg, 0, 0, 0, 0, 1
oblong-478-_jpg.rf.0d801995ae556f30a78c739ec6d87432.jpg, 0, 1, 0, 0, 0
oblong-390-_jpg.rf.0d737061bc4f352978f155bd58b0d402.jpg, 0, 1, 0, 0, 0
heart-990-_jpg.rf.0d2ccd2c0d5708f1fd9c9246242ded8e.jpg, 1, 0, 0, 0, 0
heart-497-_jpg.rf.0d9043d549b63c7c804483291764742e.jpg, 1, 0, 0, 0, 0
oblong-231-_jpg.rf.0d569b3f3259491ed87507062a7e9043.jpg, 0, 1, 0, 0, 0
oval-162-_jpg.rf.0dda1a5be52926db6e35af53fb5face7.jpg, 0, 0, 1, 0, 0
square-384-_jpg.rf.0d922ccd5671418abefb8136856002c1.jpg, 0, 0, 0, 0, 1
square-915-_jpg.rf.0df7364f41d913778d50308c958f9ed6.jpg, 0, 0, 0, 0, 1
square-759-_jpg.rf.0e034904f6d40ba7b3e6be05b189a90a.jpg, 0, 0, 0, 0, 1
square-317-_jpg.rf.0e2216e75245697f40a7839e7e199668.jpg, 0, 0, 0, 0, 1
round-503-_jpg.rf.0d54d4de41bc6283f9a8ad189ad9ced1.jpg, 0, 0, 0, 1, 0
oblong-250-_jpg.rf.0de41cfcad0d8b78472c6d918a578863.jpg, 0, 1, 0, 0, 0
oblong-976-_jpg.rf.0d94ff577daf9db8d6a88729f0c7640a.jpg, 0, 1, 0, 0, 0
heart-86-_jpg.rf.0e32b9af4ad2c27a25aac8a17f225393.jpg, 1, 0, 0, 0, 0
round-911-_jpg.rf.0d4d62f6768d24a31534ddc82315797e.jpg, 0, 0, 0, 1, 0
oblong-472-_jpg.rf.0dc2e89b6b498bfad913e205b491cabd.jpg, 0, 1, 0, 0, 0
heart-549-_jpg.rf.0df193e612138b5f1e5dbefa959cf200.jpg, 1, 0, 0, 0, 0
oblong-647-_jpg.rf.0dea788fe3c2e93812e18d9e17753ff0.jpg, 0, 1, 0, 0, 0
heart-760-_jpg.rf.0eb5283e3558777de680ed53e070788d.jpg, 1, 0, 0, 0, 0
heart-812-_jpg.rf.0e7c5a173956675419bd870b49ca9650.jpg, 1, 0, 0, 0, 0
round-733-_jpg.rf.0ebfab7b1fdf9e1f946b8a2b2d1835b1.jpg, 0, 0, 0, 1, 0
square-425-_jpg.rf.0ee001bcf01705b968e704a63a3504e7.jpg, 0, 0, 0, 0, 1
oblong-103-_jpg.rf.0ef67cea1fa04c763839e214edf02da0.jpg, 0, 1, 0, 0, 0
oval-998-_jpg.rf.0f671e7609e92d6b68147e83a3a4f388.jpg, 0, 0, 1, 0, 0
heart-899-_jpg.rf.0ef2bac7f553e5313ac74d6d5e0dedd3.jpg, 1, 0, 0, 0, 0
oblong-785-_jpg.rf.0f31bbb192fe025034ec551a1c6fd1b3.jpg, 0, 1, 0, 0, 0
oblong-950-_jpg.rf.0f1e2f1c2abd16031154f548bc757e2c.jpg, 0, 1, 0, 0, 0
square-542-_jpg.rf.0efc7bffb6a1f76273f166579614ef4c.jpg, 0, 0, 0, 0, 1
heart-17-_jpg.rf.10308460629a53cff402ddac69777291.jpg, 1, 0, 0, 0, 0
oblong-389-_jpg.rf.0f009ea25aee22fe52eea914e3959cf1.jpg, 0, 1, 0, 0, 0
round-117-_jpg.rf.109701f17758e3bbf37a47e3b67298ce.jpg, 0, 0, 0, 1, 0
oblong-584-_jpg.rf.0f2753d0bd86b1d952c65f0bdfaf25a5.jpg, 0, 1, 0, 0, 0
round-909-_jpg.rf.0efa89877662a8b3aef144a9c869c3bc.jpg, 0, 0, 0, 1, 0
oval-724-_jpg.rf.0fa9e6f64a658026667d8c35e2e26f61.jpg, 0, 0, 1, 0, 0
heart-584-_jpg.rf.10a0e74b5c97577ce539bcbb2dbe6550.jpg, 1, 0, 0, 0, 0
square-289-_jpg.rf.0fbd3b99f7c5311af9a602e0f42c7692.jpg, 0, 0, 0, 0, 1
square-554-_jpg.rf.10041108ec175897df532a39b606247b.jpg, 0, 0, 0, 0, 1
oval-548-_jpg.rf.0f8241998af7a544c3c2699ff8494669.jpg, 0, 0, 1, 0, 0
heart-916-_jpg.rf.10b33fc0f14f40d8a321ebd29477423e.jpg, 1, 0, 0, 0, 0
round-371-_jpg.rf.109927923d2281a89b5edcd2ff3f5c26.jpg, 0, 0, 0, 1, 0
oval-416-_jpg.rf.0ef6e8d61328b518957cca282ebe9d3f.jpg, 0, 0, 1, 0, 0
round-335-_jpg.rf.10b5596061e8f141b7343727481f52cf.jpg, 0, 0, 0, 1, 0
oval-659-_jpg.rf.10baf0b70b9c8389acc67e0958a51d21.jpg, 0, 0, 1, 0, 0
oval-253-_jpg.rf.10a1ffb6811ede5af6a2cadaedffed34.jpg, 0, 0, 1, 0, 0
square-586-_jpg.rf.105beef64c690252a5f1d10a94f2ce4f.jpg, 0, 0, 0, 0, 1
round-910-_jpg.rf.0fd2999ecb83fe04d6de47f4c32f6174.jpg, 0, 0, 0, 1, 0
square-906-_jpg.rf.0fb3a4e4036acc16a3aacaabeeb1d152.jpg, 0, 0, 0, 0, 1
heart-314-_jpg.rf.10e9d96e6f4bf5e036325f7efdb6d09e.jpg, 1, 0, 0, 0, 0
square-782-_jpg.rf.109eb5d22a6a2d8ed0f70463e870c754.jpg, 0, 0, 0, 0, 1
square-366-_jpg.rf.10fcb599a7fee8921e6e365ba2f78923.jpg, 0, 0, 0, 0, 1
heart-967-_jpg.rf.11809c5aa99cb1c54aa22fc85a503682.jpg, 1, 0, 0, 0, 0
round-997-_jpg.rf.1187fdc9f2612267401c13449a404411.jpg, 0, 0, 0, 1, 0
oblong-836-_jpg.rf.11e1b93d9119625997cff65e64d9999b.jpg, 0, 1, 0, 0, 0
square-564-_jpg.rf.1202ed153875b334c8c909dc7b5f6d34.jpg, 0, 0, 0, 0, 1
oblong-641-_jpg.rf.119c04bc8870defd4276b85ddec87e84.jpg, 0, 1, 0, 0, 0
oval-915-_jpg.rf.10f6e980cce1f6d6c8dfaf928379b27a.jpg, 0, 0, 1, 0, 0
oblong-806-_jpg.rf.124220b34652d0720103c436f1749b64.jpg, 0, 1, 0, 0, 0
oval-353-_jpg.rf.10ecce7a965780bb469831bd83ad0107.jpg, 0, 0, 1, 0, 0
oblong-134-_jpg.rf.12596f0dcc907919311f78e8db735a7c.jpg, 0, 1, 0, 0, 0
square-1000-_jpg.rf.122a49c0d866164fac1bd3cfaeb38499.jpg, 0, 0, 0, 0, 1
round-535-_jpg.rf.1134794a2dbe06cd74a99e603f33d8dd.jpg, 0, 0, 0, 1, 0
oblong-541-_jpg.rf.1194d82596050c100f0907424a0abe73.jpg, 0, 1, 0, 0, 0
heart-99-_jpg.rf.12772829d075d92a83946b2149618949.jpg, 1, 0, 0, 0, 0
oblong-757-_jpg.rf.124c3c74c7e39ec6aca6e06aced8f166.jpg, 0, 1, 0, 0, 0
heart-502-_jpg.rf.11d975c6f0d9549ddce20050da204078.jpg, 1, 0, 0, 0, 0
square-93-_jpg.rf.127bd8401adf275614956ccce7b01e8a.jpg, 0, 0, 0, 0, 1
round-845-_jpg.rf.10f312882c425b54a14dd30bc4be1c00.jpg, 0, 0, 0, 1, 0
oblong-279-_jpg.rf.12bbf8e4be17fd3559bd8910363f771d.jpg, 0, 1, 0, 0, 0
heart-275-_jpg.rf.12a3aab57d1379c8ee012a197c146e99.jpg, 1, 0, 0, 0, 0
oval-632-_jpg.rf.12a608ace3fdf86b8865010914f3be55.jpg, 0, 0, 1, 0, 0
square-375-_jpg.rf.12c1a7c065069b0416bc181748954cea.jpg, 0, 0, 0, 0, 1
oval-12-_jpg.rf.12f0ee3b23195fc0e9ac9c710f37a99c.jpg, 0, 0, 1, 0, 0
oval-952-_jpg.rf.135bd75bca04dcfce221e782864c3864.jpg, 0, 0, 1, 0, 0
oblong-196-_jpg.rf.1298307bfad1fa883db8eba7312c3e97.jpg, 0, 1, 0, 0, 0
square-893-_jpg.rf.12f9bb03b0b3c51066778f189afae255.jpg, 0, 0, 0, 0, 1
oval-533-_jpg.rf.12d4c7e55822d2b6d9dcb3901a19cadc.jpg, 0, 0, 1, 0, 0
oblong-844-_jpg.rf.131be9f9c03a0140bab0976ca23b605e.jpg, 0, 1, 0, 0, 0
oval-625-_jpg.rf.13100fe3835fc3f1a1a1c9ca6e5b8325.jpg, 0, 0, 1, 0, 0
square-278-_jpg.rf.111bb2b37e85fda500c51b73b19bf367.jpg, 0, 0, 0, 0, 1
oval-992-_jpg.rf.11b6de9fbbe35b51f7ec324f94046573.jpg, 0, 0, 1, 0, 0
heart-844-_jpg.rf.130f96cb68677a66bc915ecd827e1b52.jpg, 1, 0, 0, 0, 0
square-719-_jpg.rf.138e4392894ec565b675cc36bc2c10bc.jpg, 0, 0, 0, 0, 1
oblong-743-_jpg.rf.12d6b7d8b6333f9d5ef790dfb95d147e.jpg, 0, 1, 0, 0, 0
round-333-_jpg.rf.13d2bc724e102d0386a51818ea7a9bec.jpg, 0, 0, 0, 1, 0
oblong-162-_jpg.rf.137583014ffe56ca5291ac36968a30ca.jpg, 0, 1, 0, 0, 0
oval-735-_jpg.rf.1408f892a70a8e12fb30250d19dee81d.jpg, 0, 0, 1, 0, 0
round-127-_jpg.rf.13f27cdb57e7814347502b256e085eb7.jpg, 0, 0, 0, 1, 0
oblong-442-_jpg.rf.1409a84e12a499e6b1270b188a097e67.jpg, 0, 1, 0, 0, 0
oval-312-_jpg.rf.139cb1a86e012b51292bdca25b1d6808.jpg, 0, 0, 1, 0, 0
heart-195-_jpg.rf.135c1cf41a1fd7ca6c2df6ad01bd01dc.jpg, 1, 0, 0, 0, 0
oblong-422-_jpg.rf.149f2190adc6e130a8e64d574558d7ca.jpg, 0, 1, 0, 0, 0
oblong-39-_jpg.rf.147000461db32a145ff89478589021e9.jpg, 0, 1, 0, 0, 0
heart-719-_jpg.rf.13a1176255abba82cdf5dc36e997bcf8.jpg, 1, 0, 0, 0, 0
square-746-_jpg.rf.1476c59ddc3f4cd1035bbc2ddc23d8bb.jpg, 0, 0, 0, 0, 1
oval-803-_jpg.rf.14ff4f6a0adfe486e2f486407da14aab.jpg, 0, 0, 1, 0, 0
round-816-_jpg.rf.14756363e2477a5b4599707daf0acca1.jpg, 0, 0, 0, 1, 0
round-191-_jpg.rf.14a0e89c0ec2b33aeef15c2406e8d314.jpg, 0, 0, 0, 1, 0
heart-922-_jpg.rf.153dc0d67a86b72ab3d976cf1498a9bd.jpg, 1, 0, 0, 0, 0
round-830-_jpg.rf.159ee37a041860536504c791976c869f.jpg, 0, 0, 0, 1, 0
oval-100-_jpg.rf.14892b4b0258252e2ce92127e9174214.jpg, 0, 0, 1, 0, 0
oblong-100-_jpg.rf.14cb69d01f5568a0d77e3c93cd2b1f6b.jpg, 0, 1, 0, 0, 0
oval-979-_jpg.rf.14e6d6e94641717eee5a0e678049d850.jpg, 0, 0, 1, 0, 0
oval-629-_jpg.rf.14f15cec8fb1107cb6f54669107e25d3.jpg, 0, 0, 1, 0, 0
oblong-340-_jpg.rf.15481e3857567246465de85ca4fdd029.jpg, 0, 1, 0, 0, 0
heart-292-_jpg.rf.15d4c91852aab596812afae4c0edba8f.jpg, 1, 0, 0, 0, 0
oblong-947-_jpg.rf.164da9fa0573e4c97da831ee717ac250.jpg, 0, 1, 0, 0, 0
heart-890-_jpg.rf.15eff605514356a61b4b9c4eb0b5a7c1.jpg, 1, 0, 0, 0, 0
oval-487-_jpg.rf.156013632c258f084f3424b6a72025a8.jpg, 0, 0, 1, 0, 0
square-399-_jpg.rf.170aaaab5e2640133bd9a676c9ca7c47.jpg, 0, 0, 0, 0, 1
